userId,movieId,tag,timestamp
36535,104,Hayao Miyazaki,1161647010
94026,342,Seen 2009,1246133137
61718,527,Oscar (Best Cinematography),1455988216
96795,924,visually appealing,1568461452
40187,945,Astaire and Rogers,1271373539
31047,318,happy ending,1526491373
88292,296,quirky,1519033424
155146,589,thriller,1311157698
74234,296,non-linear,1420662742
123527,541,film noir,1540744209
149756,275,adam sandler,1480826372
155146,541,futuristic,1416432992
2640,176,film-making,1146745760
141669,318,thought-provoking,1502054541
20346,1,humorous,1312088973
21096,246,basketball,1245226522
50115,172,Ice-T,1395595171
6285,951,quirky,1173212800
32808,912,classic,1139692868
141263,480,wonder,1367046745
101523,858,classic,1561066933
99785,866,lesbian,1169508163
118201,441,bullying,1491303449
15560,70,splatter,1449382342
17003,916,Audrey Hepburn,1165443844
149044,293,assassin,1541451176
83844,165,action,1241252268
148343,553,Val KIlmer is Great!!!!,1138390455
31047,318,surprise ending,1526490657
14116,232,christening,1201536182
15204,1,Tom Hanks,1555780641
619,589,cyborgs,1432498476
3394,161,war,1531042485
7884,318,great soundtrack,1453977620
35956,260,space adventure,1441704426
42492,605,Michelle Pfeiffer,1217525105
91393,527,AFI #9,1142648502
14116,922,mental illness,1310927430
161406,6,complex characters,1525402087
41901,953,classic,1137714047
114682,922,black and white,1368473523
115820,597,sport car,1241224148
31047,718,Jean Reno,1467519275
38282,318,author:stephen king,1432764555
119425,356,touching,1428157979
49457,736,storm,1489682016
56238,173,futuristic,1400066432
64333,2,see also:Zathura,1178996568
36159,296,bad language,1500634285
93305,111,AFI 100 (Movie Quotes),1177375825
6550,330,evil doll,1528559599
62199,319,Danny Boyle,1296352303
159557,110,mel gibson,1549822226
70115,410,Christina Ricci,1533274528
155146,527,historical,1438632716
126013,481,Brad Pitt,1325864877
32922,953,Christmas,1370383521
31047,481,photography,1498464085
98936,904,Alfred Hitchcock,1263874746
160272,593,suspense,1311295117
131347,924,based on a book,1201416465
41402,50,whodunnit,1201813697
29819,541,neo-noir,1435226204
141263,1009,Ray Milland,1408846524
60971,837,adapted for the stage,1533231304
155146,215,romantic,1438633058
40932,527,imdb top 250,1417001176
77093,47,crime,1468046448
75513,296,tarantino,1420092411
113868,344,Jim Carrey,1450996188
62114,296,culte,1430651589
131900,356,history,1436538963
21096,466,parody,1249524427
75665,858,organized crime,1385394535
162400,296,imdb top 250,1558825302
131454,858,based on a book,1328614634
12493,778,black comedy,1544207052
161102,414,life lessons learned..through humor.,1337222831
104708,333,hilarious,1418126087
62927,169,family,1368275853
84516,920,100 Essential Female Performances,1236208248
160540,194,New York City,1145635447
33815,541,dystopian,1163268169
6550,1000,samurai sword,1528349734
155146,296,pop culture references,1451426499
73341,193,excessive coarseness,1285013952
64618,944,fantasy,1531237121
6550,780,independence,1527452956
15204,260,sci-fi,1555782432
20346,367,hilarious,1302986737
29804,527,based on a book,1454532503
159953,50,great ending,1458747636
6550,166,controversy,1527450886
21096,166,nudity (topless),1400282006
34164,11,politics,1495056784
85105,480,sci-fi,1389627966
31047,457,Tommy Lee Jones,1456253466
134030,16,based on a book,1447081684
6285,353,elegiac,1171621171
57061,260,good story,1498679729
8523,296,nonlinear,1221226684
5808,527,true story,1570329547
19346,527,cruel,1516230359
125239,318,based on a book,1473792994
3648,617,quirky humor,1486327867
131347,953,alternate reality,1472850210
131347,858,based on a book,1551749157
160540,778,classic,1384813218
20346,318,thought-provoking,1313573605
78897,165,bruce willis,1447355125
75665,70,Tarantino,1385398868
113690,153,Val Kilmer,1314639328
126766,480,horror,1361916904
31394,6,cliched,1419216052
44444,231,road trip,1506479847
92943,215,conversation,1489234364
6550,1,martial arts,1528513459
38672,34,animals,1412378225
133557,898,screwball comedy,1370226923
6550,290,violent husband,1528593017
155146,215,Austria,1439142917
127802,296,very funny,1475496497
104708,187,off-beat comedy,1430569038
115336,208,gyrocopter,1249785358
108341,344,Jim Carrey,1150920389
136837,377,Thriller,1262310596
41487,440,politics,1368558281
6550,328,god,1528512625
40648,919,dreamlike,1356248862
62199,135,David S. Ward,1301666652
83457,520,very funny!,1140454299
6550,594,snow white,1528596408
51799,595,fairy tale,1525649088
98791,539,Tom Hanks,1256250674
142922,832,kidnapping,1142140786
129582,350,language,1165535097
117976,333,Road trip,1448913809
106572,296,action,1458467858
57058,260,space epic,1439822384
94026,608,seen more than once,1327250751
18853,337,Johnny Depp,1248034991
156456,39,Alicia Silverstone,1141817963
71909,198,cyberpunk,1561936486
132824,924,classic,1168537725
51106,786,conspiracy,1441740717
17333,914,audrey hepburn,1493734272
34047,475,father-son relationship,1391782595
79571,508,Oscar (Best Actor),1297950292
149183,458,History,1140892382
47969,904,menacing,1268076787
85495,293,friendship,1483445102
65452,288,partially black and white,1549230307
31047,50,tricky,1460929990
151324,835,high school,1312397202
6550,698,sex,1528588925
156346,317,family movie,1420161691
111155,428,coming of age,1385686008
130088,111,paranoid,1358707806
127802,296,John Travolta,1475496406
1268,356,epic,1438764021
6550,764,obesity,1528591107
653,165,own,1489952389
51383,356,great soundtrack,1498635692
125297,903,San Francisco,1424813522
65888,589,apocalypse,1278862732
70092,242,Laserdisc CLV,1509131990
36312,589,apocalypse,1243748379
160540,930,Oscar Nominee: Supporting Actor,1157691157
94239,230,Kathy Bates is so good,1533320030
103598,318,reflective,1400933379
24547,198,memory,1145050040
92198,260,space action,1440962945
149073,58,Massimo Troisi,1338802885
131347,847,cigarettes,1547611241
3150,552,based on a book,1530628384
6550,695,murder investigation,1528559417
22091,953,library,1139446015
106572,296,non-linear,1458467868
105728,293,Elizabeth Regen,1480893445
90151,260,Science Fiction,1439472311
77667,260,space action,1439422598
15560,47,surprise ending,1517194141
16444,587,Oscar Nominee: Best Picture 1990,1526300513
47969,299,social commentary,1461433808
121185,898,Cary Grant,1499038029
21975,293,awkward romance,1524957384
6550,929,windmill,1528653221
17333,923,Innovative,1493734216
6550,938,courtship,1528509686
138596,296,great soundtrack,1295823270
31047,471,quirky,1528320736
71423,260,classic sci-fi,1439800948
5245,16,DeNiro,1137715220
154809,597,classic,1543795345
114657,562,adolescence,1449026147
90316,318,twist ending,1322552094
50978,215,reflective,1520173789
140070,586,pajamas,1306279622
6550,919,red shoes,1527461172
160540,913,liar,1432586601
73613,539,Comedy,1339803737
56444,923,Rosebud,1367945149
31047,662,controlling,1470643758
106730,31,high school,1304113230
135009,170,cyberpunk,1536680618
92126,260,sci-fi,1442680775
18484,780,aliens,1146068855
160540,565,Guillermo del Toro,1276531487
152637,441,marijuana,1294011470
158495,293,disturbing,1442858479
42878,296,samuel l.,1138507099
6550,952,saloon,1527460812
20346,231,hilarious,1405906825
113623,163,Nudity (Topless),1357419905
125239,318,motivation,1473793139
55783,314,Irish,1487342423
6550,799,graveyard,1528513089
66642,441,drugs,1460040040
113642,909,profound,1360518751
131347,924,computer,1469677429
134015,356,luck,1435270597
117009,593,cannibalism,1324232879
85350,1,animated,1273665190
131341,924,masterpiece,1498456762
51106,517,Murder,1459026865
36034,6,Natalie Portman,1252601843
26784,260,sci-fi,1437936110
129468,29,2.5,1186787932
124818,930,film noir,1526742737
131454,208,water,1328900364
159048,903,classic,1137117315
41036,296,cult film,1241073590
98936,367,Crude,1263872479
13940,168,chick flick,1139200838
40932,480,adventure,1415744062
3448,47,brad pitt,1491672688
116930,150,space program,1354718068
6285,123,fanciful,1172282203
93399,296,highly quotable,1438285087
146338,260,space,1493933510
43201,597,predictable plot,1553536015
86591,48,indians,1434897874
119957,527,Tumey's DVDs,1179305501
37549,899,black and white,1362625809
65659,17,Jane Austen,1500688646
24547,728,hilarious,1145479854
152621,319,disturbing,1148601350
132840,593,psychology,1555040361
85023,541,artificial intelligence,1430856079
86942,519,cyborgs,1166878419
159557,593,Anthony Hopkins,1549872161
156098,260,hero's journey,1438039837
95776,260,Science Fiction,1440918624
97372,527,World War II,1460267216
98883,6,Val Kilmer,1427028592
119138,912,atmospheric,1294236197
25862,260,space action,1441636302
66999,926,Hollywood,1484402120
21096,381,alcoholism,1245283147
12493,589,James Cameron,1469735428
44563,364,coming of age,1460869284
17003,915,William Holden,1165417497
103598,32,imdb top 250,1310202882
3448,47,dark,1491672695
105809,593,Oscar (Best Actor),1284587102
103598,170,geeks,1400972271
160540,329,Based on a TV show,1190603610
15204,293,loneliness,1555531708
139149,593,psychology,1296067925
61376,215,quirky,1458515347
36159,317,funny,1437960201
68096,296,cult,1561869750
114894,728,rural,1168142012
129199,47,twist ending,1498944471
31047,527,Steven Spielberg,1491398064
66999,366,Hollywood,1484923265
25021,6,gunfight,1486610045
6550,176,filmmaker,1528509899
75665,595,beautiful,1290453654
121082,593,Hannibal Lecter,1434309207
41085,39,teen movie,1448043783
6285,955,quirky,1172897480
159927,481,photography,1309288176
69571,293,Jean Reno,1342946173
48955,356,vietnam war,1487446604
73725,714,black and white,1568084318
36535,500,Mrs. Ted Danson,1161647838
40413,541,androids,1275910992
153473,318,clever,1426140293
105728,223,jay and silent bob,1480571590
21096,321,Cuba,1246392304
42923,592,Jack Nicholson,1330111429
6550,898,inebriated,1528513111
151369,260,Science Fiction,1441555042
13788,318,plot twist,1447354647
6550,131,writer,1528589355
20346,231,slapstick,1405906820
27858,788,Eddie Murphy,1199659814
22854,327,stupid,1331442580
49998,902,Audrey Hepburn,1303720227
19346,593,investigation,1503347059
72360,1020,Disney,1574111117
78897,509,intense,1447431972
115687,260,scifi,1442050082
98883,344,goofy,1427029053
95437,253,vampire,1161794819
56391,31,Michelle Pfeiffer,1297487817
78897,260,space opera,1447243380
36312,357,Rowan Atkinson,1245242209
143908,471,witty,1440000369
39350,784,Jim Carrey,1394420908
5819,541,visual,1567976114
161406,317,family movie,1526696007
31047,288,satirical,1454822031
49697,344,Stupid as Hell,1539561917
85115,593,serial killer,1423434144
68646,924,boring,1159734220
741,356,inspiring,1438289717
24445,260,sci-fi,1439498153
160540,515,adapted from:book,1352843360
47964,296,suspense,1388465533
6550,393,street fighter,1527452340
6550,198,dystopia,1528559976
78897,590,based on a book,1447432305
150748,924,Stanley Kubrick,1425919814
159825,592,stylized,1527808304
7803,110,epic,1528152532
86356,318,prison,1419532254
71886,858,Mafia,1437253943
127802,593,serial killer,1475499098
51383,595,childhood classic,1492206196
3394,260,space,1532246840
6752,39,teen movie,1368798297
84824,32,DVD,1279440543
101874,805,Attorney,1488250871
6550,837,child prodigy,1528513101
47855,260,Star Wars,1438721131
103308,296,coke,1429627723
34164,529,father-son relationship,1415431030
131341,296,gore,1498456511
12211,260,Science Fiction,1435089770
76916,608,Sisters' Night In,1471788044
21096,329,far future,1198459098
69291,296,drugs,1433792796
3975,945,Fred Astaire,1337464652
76662,514,holiday,1368472387
21096,551,Halloween,1317719224
84705,50,suspense,1546271542
86235,292,Dustin Hoffman,1447457441
99605,313,classic,1476401271
6285,841,gruesome,1171324856
6550,761,silver,1527452492
22854,327,Naomi Watts,1331442538
145919,47,psychology,1312328995
6550,742,curse,1528611908
36312,185,thriller,1245485598
6550,967,billy the kid,1527450198
31047,318,hilarious,1526491168
79880,590,historical,1242679121
131454,858,family,1328614637
53708,480,dinosaurs,1270996499
6550,376,bank robber,1527452806
105716,356,Oscar Winner,1516151334
143717,778,narrated,1484715180
110404,912,Classic,1138590085
6285,535,sweeping,1171428996
6550,872,woman between two men,1527402775
101505,6,philosophy,1479759693
26413,778,dark comedy,1242330446
113719,150,catastrophe,1145021674
137495,357,British,1404048572
153490,318,prison,1498832391
12493,296,quirky,1547657995
6550,377,highway,1527452924
105792,260,action,1275190600
63185,296,Samuel L. Jackson,1267971679
124795,608,dark comedy,1478382574
51383,356,great acting,1498635678
160540,338,Peter Gabriel music,1179720976
105728,332,Constance Forslund,1481067822
159557,899,Dance,1549876206
33784,541,sci-fi,1450811896
116473,778,Ewan McGregor,1457284687
84478,296,good dialogue,1489919452
6550,118,love,1528352283
124244,318,genius,1262019478
151887,47,violent,1352759664
64333,661,author:Roald Dahl,1183417175
107280,296,Black comedy,1249388704
144331,293,Natalie Portman,1447038858
94555,356,odds-defying,1435081415
21312,296,dark comedy,1428211599
101874,805,Matthew McConaughey,1488250797
79109,916,Audrey Hepburn,1488821175
19388,172,futuristic,1368295974
27645,593,suspense,1332532749
75088,147,drug addiction,1368722313
76739,318,examines relationship between our lives and our freedom,1194234535
131347,89,tense,1557782189
610,110,epic,1432234174
104394,353,gothic,1247640487
65888,44,fatality,1260392797
6550,260,totalitarianism,1527452948
143981,356,conservatism,1246780450
70294,515,Anthony Hopkins,1283051633
6550,860,drag queen,1528351192
6550,925,black and white,1527404620
90691,597,girlie movie,1242522878
143000,434,mountain climbing,1525611896
132569,208,blue,1515204842
88729,160,Michael Crichton,1314840700
79837,356,memorable,1421118471
103338,169,family,1368570607
160540,356,whimsical,1270444698
28493,353,gothic,1405752290
123527,151,Scotland,1535390434
862,260,classic sci-fi,1437440340
34047,337,whimsical,1323900168
64333,455,animal:whale,1183417915
83259,593,Hannibal Lecter,1570032748
90691,318,friendship,1251407516
142021,260,space action,1440501919
100677,318,twist ending,1275688456
58959,104,Sports Coordinator:Mark Ellis,1315881377
6285,235,elegiac,1171525741
80247,923,etaege,1362969488
55783,318,thought-provoking,1487702670
21096,288,frantic,1393552736
99325,215,poignant,1492437007
6550,842,vampire,1528509782
139792,296,violence,1429486980
37317,32,original,1368645653
25512,541,based on a book,1237285825
39950,288,road trip,1528710496
43978,260,George Lucas,1152581852
100260,913,noir thriller,1368471343
97896,296,clever banter,1436291598
48636,527,literary adaptation,1223967923
5819,260,galactic,1567946803
78501,110,Mel Gibson needs to make more like this.,1461954822
95399,70,seen at the cinema,1171182932
30028,589,sci-fi,1444000172
23188,589,future,1431003185
126013,293,hitman,1270568202
125239,364,africa,1473604709
78203,46,women,1368063966
124137,50,Dark,1390275953
6550,17,rural setting,1528593685
79435,165,predictable,1520116030
111014,475,quite moving,1142120275
76713,260,1970s,1436348734
34047,924,visually appealing,1538397865
21096,531,England,1245740885
127802,593,Writer: Ted Tally,1475499187
107562,904,tense,1241291697
161082,50,twist ending,1452375630
78907,590,indians,1433948339
62199,929,Criterion,1399776023
6285,680,deliberate,1172965425
36159,912,classic,1437938796
141653,318,prison,1422722998
15204,47,Biblical,1555781298
121109,858,crime,1546805402
15204,293,awkward romance,1555531701
24547,549,biopics,1144964544
149463,296,classic,1518288007
94292,468,Hugh Grant,1250541953
126013,724,Fairuza Balk,1273398198
119483,357,British,1462048512
53708,318,justice,1251676215
45485,318,Morgan Freeman,1256494206
87736,527,true story,1361849971
6550,96,actor,1528351484
98750,924,artificial intelligence,1440740829
15204,616,animation,1555851585
9391,223,black and white,1530615799
82903,858,classic,1434639323
78897,165,always watch it when it's on tv,1447355146
16444,987,Nudity,1523040375
28826,318,morgan freeman,1244287740
160540,356,Washington DC,1267427357
148306,924,sci-fi,1457551587
14116,174,Golden Raspberry (Worst Actor),1224360254
40187,923,Orson Welles,1271616299
151342,223,Kevin Smith,1244857188
29291,39,teen movie,1368526407
99605,595,humorous,1476319106
122274,204,action,1368408280
93941,17,Jane Austen,1437840146
6550,196,telepathy,1527452826
138852,260,space travel,1525550518
40265,933,anti-hero,1267156490
155022,19,detective,1369578474
161211,318,Top,1540401571
70092,33,Stereoscopic 3-D,1306604835
128779,47,mystery,1241082341
86459,924,philosophical,1489622467
23646,260,space adventure,1442519567
6550,527,biography,1528593766
153025,260,space adventure,1439069436
114894,938,Oscar (Best Cinematography),1142788673
122105,480,based on a book,1359608277
135643,32,sci-fi,1378486234
49457,736,science,1458305622
156433,32,complicated,1443145399
135039,902,racist humor,1499647199
10391,272,biopic,1253750384
115987,587,chick flick,1137108795
107066,25,addiction,1485481294
30028,514,biting,1444589721
25345,316,Futuristmovies.com,1137292478
6550,914,flower girl,1528593538
7344,260,space,1443813040
