userId,movieId,rating,timestamp
52882,351,3.0,857076489
106346,257,3.0,834414315
125605,480,3.5,1287080685
44218,31,3.0,846943518
135208,17,5.0,1437329041
93701,457,5.0,993917468
135152,68,5.0,849935059
150751,551,5.0,1561864009
105927,32,4.0,947511961
59034,750,4.5,1109893071
98773,588,4.0,835188688
145494,296,4.0,1533667311
110456,296,5.0,835130757
115112,357,2.0,849277776
134279,349,4.0,974595859
90778,1006,3.0,868374943
37555,47,5.0,901186196
88439,838,4.0,919721735
147662,1014,3.0,1023049084
86874,920,2.0,992785668
13011,474,3.5,1092114200
93967,223,5.0,940421999
56422,17,4.0,866501371
119546,158,2.0,1078112812
86294,832,4.0,1142520516
87925,849,4.0,1388683200
16981,454,3.0,845206656
112307,994,4.0,1356136359
61887,413,2.0,839546336
50931,50,5.0,1505748765
28389,832,5.0,849291195
147477,141,3.0,850129134
13792,318,4.0,1509077023
7834,260,4.0,1135710418
33474,150,4.0,1440148996
20288,897,3.0,868885639
13664,87,2.0,1022565485
111258,588,3.5,1544935268
26538,168,3.5,1069312506
147917,353,5.0,1084610218
60533,253,3.0,839265097
142579,858,5.0,974669953
13880,852,3.0,854032603
80807,950,4.0,965847872
96412,434,4.0,833388324
46059,173,3.0,834447501
101742,292,4.0,831667938
16309,589,5.0,1436108790
140223,288,2.0,839860981
30201,588,3.0,836919742
7953,588,4.5,1292786362
66195,765,3.0,1209456996
140334,111,3.5,1429605074
50298,7,3.0,898013728
139216,474,4.0,845279823
122210,924,5.0,948063651
40335,1008,4.0,1024228707
3260,39,3.5,1181014450
6272,18,4.0,961911658
106868,338,2.5,1169493398
90088,356,3.5,1532226904
102836,376,2.0,859914989
35658,58,5.0,835610700
121112,376,3.0,974330940
90076,267,2.0,868783893
69730,296,3.0,1221746286
74446,296,5.0,833908176
14745,367,5.0,850237335
73002,589,5.0,835959807
21542,110,4.0,1518287492
97979,150,4.0,842340453
66043,380,4.0,839492744
57164,153,1.0,1017993016
126108,172,2.5,1081093485
107246,110,3.5,1562242412
107363,356,5.0,1469543644
65177,527,5.0,1254253994
155135,930,4.0,852916682
46873,235,4.0,939131923
52400,586,0.5,1141156143
120013,153,4.0,1308087013
119259,432,3.0,846221768
36075,480,3.0,843067044
43470,110,5.0,841130977
24817,308,4.0,969926232
138324,215,4.0,835084353
123474,235,3.0,842867522
53229,832,3.0,851359723
122198,923,4.5,1196246200
89061,455,3.0,1289691973
67006,924,3.0,965188563
152406,318,3.0,953322473
19145,805,3.0,850884020
138809,737,4.0,860233079
103350,44,2.0,957402813
27059,253,3.0,840031671
149056,11,2.0,1512019476
38584,480,3.0,1379820023
13307,34,2.0,974708964
38245,991,4.0,849852667
56166,862,3.0,863039681
90529,969,5.0,938538860
74025,380,4.0,1276817662
153627,898,4.0,1337190812
46760,161,4.0,1476742538
136481,1,4.0,1215199311
91991,595,4.0,835944505
71208,474,3.0,881149778
19958,372,5.0,1175375587
65563,435,2.0,1117810154
142573,386,3.0,1111475360
68996,357,2.0,952894369
103016,380,3.0,840015848
124207,616,3.0,847246160
7879,805,4.0,1077129773
113466,10,3.0,973402936
120502,344,3.0,1144892213
142676,782,3.0,989447099
16490,480,3.5,1147908292
79571,908,4.0,1379201873
121434,380,2.0,1034982544
36780,930,5.0,1010718896
58359,407,4.0,1052160253
96109,104,3.0,1206623132
39247,203,2.0,832585866
53870,111,3.5,1197085425
16806,173,3.0,903049991
112781,344,2.0,837811609
69792,518,3.0,945414324
68170,588,4.0,848760712
147593,355,3.0,838237532
116301,185,2.5,1184111618
157630,117,4.0,1008198138
20952,159,3.0,968804422
121058,413,3.0,848680807
73192,588,3.0,834988746
122956,898,5.0,1007756815
103816,377,5.0,835739061
140519,919,5.0,1140051253
22175,104,1.5,1127495286
9718,253,4.5,1176192077
56606,110,4.0,1011747801
128391,364,3.0,1055434168
48288,188,1.0,1179266004
80208,361,3.0,945394572
149767,5,0.5,1230064611
68427,355,4.0,863977816
30524,48,4.0,834671852
124800,748,3.5,1254331827
12186,162,5.0,830444778
62115,410,2.0,832759999
125988,858,4.5,1247830857
118571,296,3.0,847032677
56059,1,2.5,1443984227
107518,123,4.5,1205261578
100709,539,3.0,939228890
162271,185,1.5,1250474726
141839,354,3.0,840461284
37097,965,5.0,949356169
8315,135,4.0,832359836
68767,586,2.5,1228099925
64827,903,5.0,1153509679
8249,245,3.0,835454567
149391,674,4.0,1295113311
117803,432,2.5,1157252246
146096,316,3.0,847216119
67600,16,4.0,1295143655
67325,150,2.5,1077921434
64846,173,4.0,844264922
57451,648,3.0,1178458390
47844,497,5.0,840240573
12675,379,2.0,1012092770
2356,353,5.0,843578870
118386,994,4.0,1142694786
118935,908,5.0,945835462
91027,527,3.0,840157419
135658,318,4.0,939333318
89674,912,2.5,1178668156
42776,296,3.0,837708046
36,475,3.0,839926652
47294,475,3.0,962333974
159127,765,3.0,860083693
150333,381,4.0,997038544
69443,780,3.0,1111199357
107627,2,1.5,1135930402
59399,380,2.5,1060534821
74018,125,3.0,866800562
17107,224,3.0,834245636
143285,292,4.0,920951384
157424,150,4.0,834315830
130781,911,4.0,1305728567
45590,125,5.0,939124102
14653,47,5.0,1086978447
44784,627,4.0,913108029
50640,349,4.0,849957770
26679,161,4.0,1029360125
88781,725,3.0,863962901
101586,10,5.0,849009330
60042,367,3.5,1164787201
3103,276,3.0,839425534
47637,968,2.0,979248589
137602,292,4.0,1106347449
86011,10,4.0,978475535
132045,480,4.0,972663172
156680,736,5.0,879827134
27987,852,3.0,845833048
104952,593,5.0,953419958
13199,608,3.0,853237545
112494,356,5.0,1393169885
11658,280,4.0,865763352
126518,22,4.0,841132704
113672,923,3.0,1519141484
77077,780,4.0,1477508847
69321,595,4.0,1389608594
49305,628,3.5,1293796534
42833,778,4.0,1111909931
40076,329,1.0,845807613
147303,453,3.0,945013914
139263,780,4.0,945302876
82832,858,5.0,974798238
118461,949,4.0,1329078445
55871,500,2.5,1157119433
4581,539,4.5,1303758941
139372,417,5.0,850071000
78458,480,2.0,1046140618
157870,517,3.5,1068669768
39417,648,4.0,1504394637
125454,3,5.0,847393503
83577,344,3.0,1113491555
158685,194,4.0,981787851
51260,592,3.0,965305371
54267,858,5.0,1292797957
158222,480,4.0,1167366270
145418,19,1.0,1161704558
28243,931,4.5,1105283720
107425,521,4.0,841663967
7174,471,3.0,859106306
24962,23,3.0,835318588
61074,110,4.0,840042486
34197,34,5.0,835696209
65001,246,4.0,1337178478
45804,593,4.0,1296265455
66111,356,4.5,1192444573
23280,553,4.5,1529343121
44808,153,3.0,840312199
65332,104,5.0,1420575822
41503,800,3.0,938805938
72785,1015,4.0,906036209
57002,353,4.0,842558243
55718,585,4.0,955857062
147321,899,4.0,944903674
54353,555,3.0,1249431547
90562,62,4.0,850292581
154663,260,5.0,974696410
96463,50,4.0,1427134776
121931,141,3.0,1044200284
92175,881,4.0,902770630
4024,781,3.0,975121576
42114,160,3.0,849189321
63758,616,5.0,831299010
41082,32,3.0,964621628
131332,58,3.5,1114007006
84009,662,3.0,847824229
142625,319,5.0,849641726
122707,535,4.0,975733334
95989,597,3.0,1231106202
11658,455,1.0,865765203
150406,917,2.0,938843978
4377,229,4.5,1070502472
85761,261,5.0,833891310
10052,596,3.0,901192937
12442,356,4.0,1067266485
83342,50,4.0,941219317
11946,420,3.0,847249002
89576,64,2.0,1015722632
128702,440,5.0,833873944
64962,971,3.0,1041550623
106066,36,4.0,974770086
127395,904,0.5,1446879232
89089,110,3.0,1258729609
34370,440,2.0,986620122
63045,542,4.0,1089647323
127370,11,3.5,1337183792
41131,372,3.5,1059400063
51956,208,3.5,1281416662
11993,356,5.0,1456192744
160243,318,3.5,1562860388
103083,500,3.0,1237606752
117818,410,3.0,833997915
75697,282,5.0,843054804
111497,141,3.0,849908838
106623,79,4.0,857894645
26874,536,2.0,883934302
121395,593,4.0,1344459941
74437,265,4.0,834421966
99949,356,4.0,1162594476
85153,902,5.0,946876394
18366,580,4.0,939243108
58144,316,3.0,840535186
55190,597,4.0,848848188
53344,344,5.0,1015630583
62876,736,3.5,1258678196
149183,952,2.0,941650237
69503,719,3.0,852576786
16051,153,4.0,1164252121
58275,668,5.0,942093224
149861,589,3.5,1483016181
60765,296,4.0,834173607
100493,153,3.0,846477678
152665,296,3.0,1545855379
159059,308,5.0,965617203
62262,111,3.5,1439771281
2177,465,3.0,953591407
93732,327,4.5,1318525144
32841,648,3.5,1080354508
216,474,4.0,1020009477
46381,780,3.0,943475081
90428,355,1.0,1481863162
23881,307,3.0,954793064
137955,435,3.0,834747615
30835,34,3.0,1251484815
122011,985,2.0,1030399555
32255,21,3.0,834670005
63003,954,4.0,1412689935
70371,459,3.0,952376009
20695,1,4.0,1527972704
131656,185,4.5,1128299516
5057,736,2.5,1321046095
112103,110,4.0,1448237450
11851,380,4.5,1183555974
10905,261,5.0,833848484
42428,385,3.0,1048891916
113339,420,3.5,1546028522
149718,10,2.5,1478618950
42173,225,4.0,827928994
49531,380,2.0,1092068645
48903,353,3.0,945117395
143025,159,3.0,841351626
20400,16,2.0,865700928
46169,172,2.0,1134350928
92966,3,3.0,867783195
19160,153,1.5,1179107012
35404,933,4.0,966009788
24869,541,5.0,1031847029
78229,293,2.5,1473098981
39888,296,5.0,1538519466
50039,10,2.0,1159542073
154683,72,1.5,1160309072
100706,225,3.0,848775989
29927,648,3.0,1565894519
748,589,4.0,844682135
81856,1,4.0,832087836
31748,54,4.0,847497040
26672,61,3.0,1518347277
91916,58,4.0,837153115
140235,270,3.0,831475387
95253,668,5.0,1086385234
80065,110,3.0,1225920542
79534,912,5.0,953146332
98071,293,4.0,1143653009
27005,266,5.0,1463567930
23780,898,2.0,888245932
66290,62,4.0,835009105
892,60,4.0,838065042
43898,318,5.0,1553610267
97018,457,4.0,1259569064
44424,783,3.0,1112812860
115315,973,3.5,1123464744
160931,231,3.0,847644491
119734,500,4.0,1542150721
126479,296,5.0,836545430
55910,104,2.5,1174940874
132045,527,5.0,972661629
97221,457,3.5,1231297523
64432,110,5.0,991970397
145556,592,3.0,835258007
137130,110,5.0,840223935
141466,316,4.5,1227483793
66277,485,2.0,994194827
25707,882,4.0,974655801
140928,112,4.0,868621659
21092,1,5.0,901743676
73831,168,5.0,837373406
158220,858,4.0,1170100528
43730,357,4.0,973198276
73092,153,2.0,901557030
70376,111,4.0,1046228603
56063,21,3.0,1040328060
120313,277,4.0,1303367675
80400,903,4.0,1134118689
107399,163,4.0,975558053
96193,318,5.0,1438932899
40858,187,2.5,1090070318
147102,832,2.5,1084502851
139726,903,4.5,1150221320
60565,145,5.0,848181546
153947,490,3.0,835858995
75753,969,4.0,1287918162
32767,474,4.0,840540811
96417,350,4.0,840638123
31005,924,4.0,851768584
116894,539,3.0,956070220
22384,647,3.0,993450076
93040,265,4.0,944914989
154538,273,4.0,899075230
73298,135,3.0,835205738
136813,953,3.5,1439354214
41193,296,5.0,1172695872
46752,13,4.0,1009745462
92379,780,3.0,1222357979
148338,750,3.0,1514572119
128459,923,4.5,1264702327
26729,208,1.0,1233281414
127605,18,3.0,855622293
155339,48,3.0,1076338022
41268,6,5.0,1001374878
46581,541,3.5,1522857465
93956,356,5.0,991715806
98917,150,4.0,1522375599
34201,551,3.0,931868083
27443,118,4.0,962486674
128543,588,4.0,837643569
6803,153,4.0,863866428
115341,85,3.0,1040409209
108699,145,2.0,1498433623
13990,951,4.0,1146929172
157530,368,3.0,839877463
101389,410,3.0,846406181
124226,357,4.0,1156453712
104540,107,3.0,1243524200
98761,780,5.0,1536538726
56235,745,4.0,1124386808
87032,588,3.0,1458395559
19045,491,3.0,848130416
10777,648,3.0,852328329
31996,22,3.0,837627009
118097,1022,3.5,1365997061
33438,185,3.0,833453110
38950,858,5.0,939824954
153479,784,4.0,849626179
155654,497,3.0,941465606
9656,112,4.0,831983171
149365,608,3.0,938537849
46424,48,3.0,1169324171
50553,858,3.5,1160887909
142287,708,2.0,869333305
157134,474,4.0,965834144
87233,266,5.0,928447766
160367,1,3.5,1366943029
48657,539,3.0,835455320
143118,2,2.5,1458929188
24566,593,4.0,865977074
103431,337,3.0,833390232
142710,32,5.0,834492969
65145,318,5.0,1279489141
3446,180,4.0,1018144990
116393,587,5.0,848091706
142294,61,2.0,823514000
16333,784,2.5,1186168194
156987,266,3.0,945354771
40017,913,5.0,1429574083
63146,292,4.0,840487392
136025,497,5.0,869239098
77146,589,0.5,1181614537
132075,733,2.0,852685540
75479,673,2.0,1048107287
26089,912,5.0,973909898
144731,349,4.0,845236900
43188,150,4.5,1523667328
6173,912,5.0,1039403853
147857,349,3.0,845489334
29419,593,3.0,842464615
116575,494,3.5,1192719743
133998,7,3.0,845901083
27857,303,4.0,843815932
107754,437,3.0,829545425
60725,410,3.0,836644846
110872,930,5.0,1079724218
57844,339,1.0,984061596
156594,86,4.0,885138233
2540,588,4.0,834057402
141207,163,2.5,1475432349
30145,587,3.5,1107144349
140303,6,3.0,879624599
118794,110,4.0,1193195202
31567,222,4.0,995404988
64610,497,1.0,983927520
152764,594,1.0,1170795286
160065,500,3.0,848854986
126285,318,4.5,1262059201
72976,898,4.0,1226086635
140240,455,2.0,937934501
2887,367,3.0,962710367
32518,648,3.0,840306453
146917,588,3.0,1357247314
104189,954,4.0,1049827523
133098,597,1.0,896800174
18179,150,3.0,833108341
13504,595,4.5,1324942179
160025,648,4.0,976735196
67878,474,4.0,1177436000
83574,260,5.0,1484282413
47951,377,2.5,1239747156
59481,208,2.5,1207479094
85386,780,3.0,839370596
155328,16,3.5,1459738103
106107,116,4.0,945534105
35107,830,4.0,1109874637
153953,223,4.0,939233317
150138,585,5.0,948356075
128894,471,4.5,1111490363
125110,288,4.0,841333709
44810,595,4.0,837673549
28229,87,1.0,833850313
29632,515,4.0,993174054
125350,910,3.5,1442016539
80537,588,1.0,1110903778
135100,2,3.0,845633557
58727,802,3.0,862395849
81268,168,0.5,1113409350
100321,480,2.0,844223817
14848,141,3.5,1086892289
93030,328,3.0,1531568374
69687,586,3.0,1462713167
62492,922,5.0,1211429959
14889,293,5.0,1097344519
65185,333,3.5,1429303598
89094,32,5.0,842533808
11675,971,4.0,1067510183
110629,929,5.0,1337296653
95934,260,3.0,1415461899
137326,356,4.5,1160831938
127979,506,2.0,1499121448
125805,709,3.0,1356801915
88189,551,5.0,986105136
47890,510,3.0,834597011
100808,204,2.0,1181341964
150947,34,1.5,1264561535
60734,196,4.0,847020005
142690,539,3.5,1162856777
30605,588,4.0,978659735
20635,589,4.0,1464276194
150405,162,4.5,1109409478
9957,39,3.0,967351907
34512,153,2.5,1089376460
54684,490,4.0,841015545
16607,32,3.5,1275487023
24368,10,3.0,837269707
94620,337,4.0,832621210
71296,357,4.0,839254245
37040,208,5.0,843297362
141470,589,5.0,1497217253
141960,590,3.0,836443565
13561,454,3.0,832873801
125427,318,5.0,1443262073
17028,372,3.0,837523258
41774,589,5.0,834821016
148557,1021,1.0,988071437
88042,608,3.5,1148631162
14471,2,4.0,1200566545
124002,21,4.0,951957285
16928,356,5.0,839436525
94409,551,3.0,970855336
146703,673,4.5,1529805765
51579,539,3.0,839424456
36841,538,3.0,860213683
113479,102,4.0,850710860
81290,356,4.0,974177362
116594,592,5.0,1431798405
102655,628,5.0,964982435
62717,110,5.0,840650565
153292,318,5.0,1512245611
40695,58,4.0,861016588
100765,432,3.0,835173339
60857,1015,2.5,1111531244
18595,55,4.0,845457251
83273,206,2.0,836805972
124299,648,3.0,860105498
36212,208,3.0,1212653789
31471,481,4.0,991928852
131436,780,3.0,975103037
25945,1,0.5,1500267269
161492,32,5.0,1219546887
97018,912,4.0,1259568258
136888,353,5.0,992025787
38233,780,4.0,1139444300
41707,736,3.0,857990407
36345,345,4.0,1019083528
108666,539,4.0,943975348
73933,293,4.0,1488988508
73228,590,4.0,1155684431
4060,589,4.5,1149776270
148022,351,2.0,947457629
66927,590,5.0,834088974
86471,296,4.5,1197552025
97390,296,4.5,1129330847
50234,204,2.5,1063291924
64172,370,3.0,847797606
24945,34,5.0,1026964165
81398,322,3.5,1107144060
89409,719,3.0,849843318
111025,435,3.0,840907454
10256,234,3.0,835691417
69031,88,3.0,1388886632
50718,524,4.0,1227037269
60444,110,5.0,940433498
70352,485,2.0,1092018029
62004,903,3.5,1105649201
83035,32,3.0,1314470625
50454,788,4.0,842789774
117609,296,3.0,832182955
99221,524,5.0,1293917969
112726,733,2.0,853808275
58922,208,5.0,846840991
93679,508,4.0,1038430742
101559,252,3.5,1133186067
61694,916,4.0,918337892
142893,296,4.0,977718962
79858,788,2.0,851879470
160844,164,3.0,975436816
147364,364,1.5,1101846101
80945,434,4.0,836046132
82272,761,3.0,945121967
747,593,4.0,1427521364
51393,1,3.5,1112340789
37424,47,3.0,974778461
33790,555,4.0,834522430
97390,592,4.0,1129331197
76840,541,5.0,1017613760
78181,110,3.0,1080916336
83721,17,5.0,835479626
101663,637,1.0,852018960
131168,457,3.0,844501885
65695,32,3.5,1568895328
19989,538,5.0,1303790999
125580,516,1.5,1085287269
120204,648,3.0,868902021
114195,511,3.0,927569072
80555,50,4.0,835956913
145667,628,1.0,864908826
54631,910,4.0,1149886350
85831,300,5.0,1134802294
53258,432,2.0,974834874
120845,307,4.0,1458938751
156244,482,3.0,948073312
118258,1012,4.0,982911953
115955,370,3.0,851276225
17783,780,3.5,1554354186
23,506,3.0,942971224
124958,778,4.0,1514669046
127498,665,5.0,1004031212
77875,496,3.0,976250751
113106,835,5.0,843648603
81538,527,0.5,1428363910
27920,150,4.0,835874221
68002,858,4.5,1056663416
67649,994,4.0,979319060
96676,227,1.0,1084540196
67741,257,4.0,901626197
39267,1,5.0,1463448561
44626,377,3.0,967022457
110182,356,5.0,1280438404
104195,1,4.5,1378209166
118189,288,3.5,1173290566
44733,296,4.0,837788979
381,318,4.5,1373422574
140891,165,3.0,836377853
40231,500,2.5,1167106035
67831,260,4.0,1005006031
10734,260,3.0,948837725
114931,296,5.0,1485658027
134306,50,4.5,1145024121
88539,135,4.0,1105973648
100788,299,4.0,839764758
150707,151,5.0,841613789
10452,364,4.5,1071839621
55462,904,5.0,1114182789
34586,195,3.0,835489313
94415,513,4.0,975608631
7983,733,4.0,858664028
51784,111,5.0,1006993680
73284,339,3.5,1152735844
142253,6,4.0,1165351599
135050,546,3.0,965679999
52413,368,4.5,1098921269
6423,592,2.5,1536117765
125242,367,2.0,842822769
117565,72,1.0,940545979
31982,21,4.0,836258846
110031,515,4.0,941287389
107137,524,2.5,1190267928
129608,260,3.0,858957219
24783,296,4.0,1486150468
19726,32,2.5,1212412558
116386,362,4.0,833463482
67382,785,1.0,1078609041
7657,260,4.0,1485199271
115171,344,3.5,1233534458
102729,260,5.0,1458501932
81943,21,4.0,838523433
34893,185,3.0,832157636
12448,592,1.5,1165692608
76610,367,4.5,1292621771
127374,953,5.0,941576815
16353,480,3.5,1174797482
111782,158,3.0,1119239684
36636,339,5.0,849259228
119511,589,5.0,1544748362
108992,431,5.0,947301085
28651,175,3.0,839237688
96675,293,5.0,942523436
64928,555,2.0,834517743
48063,535,4.5,1107474342
36810,501,3.0,939145490
67156,19,2.0,974876041
68205,931,3.0,978981181
92361,802,3.0,867358400
39173,762,3.5,1181528076
43399,435,3.0,832369613
98370,364,3.5,1203374049
111996,994,4.0,938962575
96704,20,1.5,1104719386
111547,163,5.0,832069300
63926,344,3.5,1448546706
40294,110,1.0,1167395597
87686,748,4.0,849314242
94504,110,5.0,860438045
19844,371,3.0,833831883
154716,886,3.0,868284645
48474,15,2.5,1294021917
9264,266,5.0,837023547
66041,29,4.0,878113590
18908,153,3.0,831288833
76549,13,2.0,1123891399
160911,55,3.0,840872423
55018,904,4.0,1042148140
29193,1022,3.0,945497514
35327,153,3.0,1486906242
153773,377,4.0,840122746
132563,235,5.0,835779432
138372,71,2.0,832785580
110909,520,0.5,1124225079
142416,376,5.0,865682427
44922,47,5.0,953956022
50794,377,3.0,838378771
127311,204,2.5,1495417940
125650,111,3.0,1015896831
32589,355,2.5,1175414543
72562,520,4.0,1111565792
124227,29,4.0,879705009
140499,293,3.0,1011118692
2932,593,4.0,1451846722
44524,44,1.0,1340315072
114940,344,3.0,857304672
68184,830,3.0,982049600
66193,911,5.0,1059191473
149781,282,3.5,1215723644
107353,110,3.0,945092545
7428,150,4.0,847573564
68753,670,2.0,938825209
6154,608,4.0,976124448
117750,316,3.0,1199989815
158690,722,3.0,965103797
155946,852,2.0,1139093269
147396,588,4.0,839270310
77640,367,2.0,840482447
95860,1022,3.0,851351434
10623,899,5.0,1521508351
144296,372,5.0,896493661
80117,648,4.0,945303385
128145,446,5.0,976760175
74082,480,4.0,868280737
62351,296,4.5,1190145538
16696,370,3.0,1123889843
18631,838,3.0,1034978479
112805,215,4.0,913219309
150166,531,4.0,1126588132
112078,233,2.0,966154104
157158,596,3.0,834782345
113603,382,3.0,840116268
91823,337,4.0,847430552
150199,592,3.5,1478891548
1698,3,3.0,850811193
91246,6,4.0,1063728849
161273,426,3.0,895840021
86559,165,4.0,845057493
130492,380,2.5,1117044096
47890,585,3.0,833380492
106627,780,3.0,865943306
147661,434,3.0,839442739
12254,474,4.0,904413388
143422,914,3.0,944955731
74932,539,4.0,859454175
119561,6,1.0,1449270818
57467,691,3.0,969870237
92141,628,4.5,1208847848
25932,858,5.0,1554081063
103621,153,4.0,828114875
50529,906,5.0,1053737562
19670,514,2.0,968362864
145366,17,5.0,834307521
151963,62,5.0,985381379
147382,231,3.5,1377795950
12220,608,3.0,1041140710
59814,428,3.5,1070906324
36017,673,3.0,1203928000
32912,7,3.0,862430318
5326,5,3.0,863351338
67938,344,2.0,1134506215
150010,36,2.0,1081046158
18778,1,4.0,848419783
60951,43,3.0,840816762
145589,47,4.5,1353972220
119249,208,0.5,1231739665
12461,597,3.5,1091617805
54796,610,4.0,1490611079
113387,265,5.0,833485697
578,585,3.0,841612330
4813,899,3.0,938765657
6162,509,3.5,1465090863
29732,922,5.0,1543210799
74038,946,4.0,942020285
8531,935,3.0,1045623985
37124,231,1.0,978507200
92899,50,5.0,843251112
59969,593,5.0,943921271
104724,342,4.0,959740928
149509,882,4.0,1008098758
134755,48,1.0,1105951496
3728,511,3.0,886082512
57322,10,3.0,849285487
46779,587,3.0,879419495
87323,661,3.0,863973695
43908,589,4.0,835971587
107702,367,3.0,838560577
92212,457,4.0,1111487442
157215,533,3.0,846434471
107155,596,1.0,1269346999
86654,540,2.5,1136157317
131546,173,3.0,843920997
2294,266,3.5,1178076144
122811,364,3.5,1230181012
35380,858,5.0,979168020
7435,260,2.0,1458266496
133494,107,3.0,911931608
103490,457,4.0,945293574
65021,858,3.0,1492722088
6101,288,3.0,831989001
137704,910,4.0,1000408772
61483,628,4.0,851781682
135189,832,3.0,865433884
158899,544,2.0,948835556
87287,1,4.0,1120078761
82603,552,2.5,1159194069
108251,837,3.0,868307773
59889,318,5.0,1314575573
23612,480,4.0,964813381
64177,161,3.0,832687030
